Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
World,WLD,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,3113.283,3314.968,3593.66,3857.684,4169.379,4470.073,4851.441,5218.141,5687.517,6134.891,6743.613,7139.649,7543.019,8217.747,8232.415,7818.044,8485.438,8793.466,8771.464,9328.848,8881.474,8393.763,8052.732,7979.392,8063.733,8016.062,8408.431,8456.102,8844.804,9017.153,9138.164,9537.867,9156.499,9226.172,9284.844,9405.855,9596.539,9845.895,10021.911,10186.926,10373.943,10395.945,10421.614,10813.983,11122.011,11228.354,11294.36,11298.027,11323.696,11166.015,11345.698,11477.71,11745.401,11848.077,11976.422,12247.78,12420.129,Not Recorded,Not Recorded,Not Recorded
