Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
World,WLD,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,832.409,880.08,964.421,1048.762,1158.772,1235.779,1334.788,1437.464,1554.808,1712.489,1807.831,1943.51,2053.52,2156.196,2189.199,2214.868,2310.21,2383.55,2493.56,2643.907,2702.579,2768.585,2706.246,2709.913,2959.269,3061.945,3043.61,3270.964,3428.645,3600.994,3762.342,3854.017,3967.694,4085.038,4088.705,4198.715,4352.729,4393.066,4440.737,4638.755,4767.1,4785.435,4910.113,5100.797,5269.479,5460.163,5562.839,5753.523,5933.206,5793.86,6270.57,6398.915,6538.261,6648.271,6692.275,6824.287,7000.303,Not Recorded,Not Recorded,Not Recorded
