Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
World,WLD,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,5170.47,4946.783,4954.117,5119.132,5262.145,5353.82,5419.826,5309.816,5309.816,5449.162,5705.852,5716.853,5779.192,5797.527,5790.193,6134.891,6270.57,6439.252,6527.26,6875.625,7095.645,6996.636,7245.992,7249.659,7605.358,8126.072,8349.759,8577.113,8753.129,8903.476,8650.453,8375.428,8360.76,8342.425,8408.431,8639.452,8852.138,8800.8,8577.113,8536.776,8800.8,8866.806,9259.175,10010.91,10674.637,11426.372,12134.103,12346.789,13186.532,12548.474,13949.268,14612.995,14877.019,14979.695,14844.016,14623.996,14268.297,Not Recorded,Not Recorded,Not Recorded
