Time,Amount
2003.33,0.6
2003.42,0.47
2003.5,0.53
2003.58,0.65
2003.67,0.64
2003.75,0.74
2003.83,0.52
2003.92,0.73
2004,0.58
2004.08,0.72
2004.17,0.64
2004.25,0.62
2004.33,0.38
2004.42,0.42
2004.5,0.24
2004.58,0.43
2004.67,0.5
2004.75,0.64
2004.83,0.7
2004.92,0.51
2005,0.72
2005.08,0.57
2005.17,0.69
2005.25,0.66
2005.33,0.62
2005.42,0.66
2005.5,0.63
2005.58,0.6
2005.67,0.74
2005.75,0.75
2005.83,0.71
2005.92,0.65
2006,0.56
2006.08,0.69
2006.17,0.62
2006.25,0.5
2006.33,0.46
2006.42,0.64
2006.5,0.52
2006.58,0.7
2006.67,0.61
2006.75,0.67
2006.83,0.7
2006.92,0.73
2007,0.95
2007.08,0.7
2007.17,0.69
2007.25,0.73
2007.33,0.66
2007.42,0.59
2007.5,0.6
2007.58,0.57
2007.67,0.59
2007.75,0.57
2007.83,0.54
2007.92,0.46
2008,0.23
2008.08,0.34
2008.17,0.73
2008.25,0.51
2008.33,0.47
2008.42,0.46
2008.5,0.59
2008.58,0.44
2008.67,0.62
2008.75,0.63
2008.83,0.64
2008.92,0.53
2009,0.61
2009.08,0.51
2009.17,0.52
2009.25,0.58
2009.33,0.64
2009.42,0.65
2009.5,0.69
2009.58,0.66
2009.67,0.68
2009.75,0.63
2009.83,0.76
2009.92,0.65
2010,0.73
2010.08,0.79
2010.17,0.91
2010.25,0.85
2010.33,0.73
2010.42,0.62
2010.5,0.59
2010.58,0.63
2010.67,0.59
2010.75,0.69
2010.83,0.77
2010.92,0.46
2011,0.48
2011.08,0.51
2011.17,0.62
2011.25,0.62
2011.33,0.51
2011.42,0.57
2011.5,0.71
2011.58,0.71
2011.67,0.54
2011.75,0.63
2011.83,0.56
2011.92,0.53
2012,0.45
2012.08,0.48
2012.17,0.56
2012.25,0.68
2012.33,0.75
2012.42,0.63
2012.5,0.53
2012.58,0.62
2012.67,0.72
2012.75,0.74
2012.83,0.73
2012.92,0.52
2013,0.67
2013.08,0.56
2013.17,0.65
2013.25,0.53
2013.33,0.58
2013.42,0.66
2013.5,0.57
2013.58,0.66
2013.67,0.78
2013.75,0.67
2013.83,0.78
2013.92,0.65
2014,0.73
2014.08,0.52
2014.17,0.76
2014.25,0.77
2014.33,0.85
2014.42,0.66
2014.5,0.56
2014.58,0.81
2014.67,0.88
2014.75,0.81
2014.83,0.66
2014.92,0.77
2015,0.81
2015.08,0.87
2015.17,0.9
2015.25,0.75
2015.33,0.75
2015.42,0.79
2015.5,0.71
2015.58,0.79
2015.67,0.82
2015.75,1.07
2015.83,1.03
2015.92,1.1
2016,1.15
2016.08,1.35
2016.17,1.31
2016.25,1.07
2016.33,0.91
2016.42,0.77
2016.5,0.82
2016.58,1
2016.67,0.88
2016.75,0.9
2016.83,0.91
2016.92,0.83
2017,0.98
2017.08,1.13
2017.17,1.13
2017.25,0.92
2017.33,0.89
2017.42,0.7
2017.5,0.82
2017.58,0.87
2017.67,0.76
2017.75,0.88
2017.83,0.86
2017.92,0.89
2018,0.77
2018.08,0.85
2018.17,0.91
2018.25,0.87
2018.33,0.81
2018.42,0.74
2018.5,0.78
2018.58,0.73
2018.67,0.76
2018.75,0.99
2018.83,0.78
2018.92,0.89
2019,0.87
2019.08,0.92
2019.17,1.11
2019.25,0.97
2019.33,0.85
2019.42,0.86
2019.5,0.9
